,w,w_uncert
-red.csv,627.99,3.0579241324793744
-orange.csv,606.245,1.0092695378341898
-yellow.csv,588.21,0.3966106403010407
-yellowgreen.csv,557.2049999999999,1.2445983287791802
-green.csv,526.26,0.927698765763957
-blue.csv,457.24,0.2300000000000182
-uv.csv,397.76,0.2400000000000091
