4.274509803921569540e-02,5.517785003448590249e-04
1.568627450980392200e-04,0.000000000000000000e+00
1.654901960784313855e-02,2.364765001477982351e-04
3.184313725490196118e-02,7.882550004926259536e-05
4.807843137254901728e-02,1.576510000985321567e-04
6.258823529411765285e-02,0.000000000000000000e+00
8.070588235294118284e-02,-6.306040003941425047e-04
9.796078431372549911e-02,-3.153020001970643135e-04
1.101176470588235284e-01,-7.094295004433981205e-04
1.226666666666666738e-01,-4.729530002956034091e-04
1.399999999999999856e-01,7.882550004928350691e-05
1.551372549019607860e-01,-7.882550004925561581e-05
1.712156862745098096e-01,-3.941275002463617795e-04
1.895686274509803537e-01,-5.517785003448171747e-04
1.996078431372548811e-01,-3.153020001970224633e-04
2.156862745098039325e-01,-8.670805005419512023e-04
2.301176470588235379e-01,1.576510000985391227e-04
2.621176470588235663e-01,-1.576510000985670138e-04
2.636862745098039196e-01,-3.941275002463059973e-04
2.763137254901960604e-01,-3.941275002463059973e-04
2.927843137254901862e-01,-1.103557000689746022e-03
3.189019607843136539e-01,-7.882550004917192896e-05
3.358431372549019467e-01,-9.459060005911789542e-04
3.543529411764705928e-01,-5.517785003448171747e-04
3.540392156862745554e-01,-6.306040003941564909e-04
3.811764705882353388e-01,-4.729530002955894771e-04
3.848627450980391940e-01,-9.459060005911789542e-04
3.942745098039215912e-01,-1.576510000985112316e-04
4.190588235294117614e-01,-1.103557000689690294e-03
4.429803921568626901e-01,-9.459060005911232262e-04
4.559215686274509793e-01,-8.670805005419512023e-04
4.707450980392157147e-01,-1.103557000689746022e-03
4.871372549019608034e-01,-5.517785003449287391e-04
5.024313725490195948e-01,-6.306040003941564909e-04
5.238431372549019471e-01,-4.729530002955894771e-04
5.235294117647059098e-01,-1.024731500640462542e-03
5.492549019607843030e-01,-1.103557000689634349e-03
5.516078431372549717e-01,-6.306040003941564909e-04
5.912941176470588589e-01,-1.103557000689746022e-03
5.963921568627451597e-01,-1.418859000886768485e-03
6.188235294117646612e-01,-8.670805005418954743e-04
6.545098039215686558e-01,-1.182382500738917829e-03
6.443137254901960542e-01,-1.340033500837485006e-03
6.891764705882353903e-01,-6.306040003942680553e-04
6.809411764705883829e-01,-1.497684500936275094e-03
6.781960784313725288e-01,-1.340033500837485006e-03
7.024313725490195504e-01,-1.340033500837485006e-03
7.282352941176470917e-01,-1.734161001083790949e-03
7.137254901960783382e-01,-9.459060005911789542e-04
7.385098039215686194e-01,-1.576510000985335445e-03
7.858823529411763653e-01,-1.261208000788201526e-03
7.970196078431373010e-01,-2.207114001379492044e-03
8.609411764705882097e-01,-5.517785003448730111e-04
8.277647058823529580e-01,-2.601241501625797987e-03
8.350588235294118533e-01,-4.729530002957010415e-04
8.395294117647058574e-01,-2.285939501428664068e-03
8.499607843137255703e-01,-1.497684500936163638e-03
8.577254901960784661e-01,-2.207114001379492044e-03
8.938823529411764612e-01,-2.207114001379380588e-03
9.255686274509804523e-01,-6.306040003941564909e-04
9.140392156862744422e-01,-8.670805005418954743e-04
9.627450980392158186e-01,-2.049463001281036541e-03
9.559215686274511459e-01,-1.970637501231753061e-03
9.332549019607843110e-01,-1.497684500935940292e-03
9.750588235294117556e-01,-2.364765001478059004e-03
1.003607843137254818e+00,-3.231845502019731458e-03
1.050509803921568563e+00,-1.576510000985223989e-03
1.034196078431372623e+00,-2.207114001379492044e-03
1.051137254901960638e+00,-2.049463001280925085e-03
1.069176470588235173e+00,-1.340033500837373333e-03
1.158431372549019622e+00,-1.340033500837596462e-03
